N	depth	rgb	gt
537	1305031120.075690	1305031120.079418	1305031120.075600
538	1305031120.115249	1305031120.115232	1305031120.115600
539	1305031120.148175	1305031120.148157	1305031120.145600
540	1305031120.179261	1305031120.179246	1305031120.175600
541	1305031120.215260	1305031120.215249	1305031120.215600
542	1305031120.248018	1305031120.248003	1305031120.245600
543	1305031120.279441	1305031120.279430	1305031120.275700
544	1305031120.315213	1305031120.315196	1305031120.315600
545	1305031120.347797	1305031120.347787	1305031120.345600
546	1305031120.379446	1305031120.379437	1305031120.375600
547	1305031120.415490	1305031120.415445	1305031120.415600
548	1305031120.447433	1305031120.447417	1305031120.445600
549	1305031120.475582	1305031120.479432	1305031120.475600
550	1305031120.514877	1305031120.514819	1305031120.515600
551	1305031120.547807	1305031120.547736	1305031120.545600
552	1305031120.579559	1305031120.579551	1305031120.575600
553	1305031120.615271	1305031120.615236	1305031120.615600
554	1305031120.646607	1305031120.647354	1305031120.645600
555	1305031120.678467	1305031120.679318	1305031120.675700
556	1305031120.714553	1305031120.714522	1305031120.715600
557	1305031120.747396	1305031120.747369	1305031120.745700
558	1305031120.779908	1305031120.779894	1305031120.775600
559	1305031120.814905	1305031120.814944	1305031120.815600
560	1305031120.847942	1305031120.847921	1305031120.845600
561	1305031120.883454	1305031120.883435	1305031120.885600
562	1305031120.915454	1305031120.915444	1305031120.915600
563	1305031120.947509	1305031120.947488	1305031120.945700
564	1305031120.983390	1305031120.983366	1305031120.985600
565	1305031121.015029	1305031121.015019	1305031121.015600
566	1305031121.047755	1305031121.047498	1305031121.045600
567	1305031121.083117	1305031121.083099	1305031121.085600
568	1305031121.114878	1305031121.114696	1305031121.115600
569	1305031121.147355	1305031121.147331	1305031121.145600
570	1305031121.183281	1305031121.183271	1305031121.185600
571	1305031121.211431	1305031121.211420	1305031121.215600
572	1305031121.247201	1305031121.247194	1305031121.245600
573	1305031121.282822	1305031121.282876	1305031121.285600
574	1305031121.313588	1305031121.313568	1305031121.315600
575	1305031121.347540	1305031121.347517	1305031121.345600
576	1305031121.383248	1305031121.383226	1305031121.385600
577	1305031121.414328	1305031121.414318	1305031121.415600
578	1305031121.447024	1305031121.447319	1305031121.445600
579	1305031121.483015	1305031121.482964	1305031121.485600
580	1305031121.514164	1305031121.514107	1305031121.515600
581	1305031121.546810	1305031121.547270	1305031121.545600
582	1305031121.583213	1305031121.583204	1305031121.585600
583	1305031121.614719	1305031121.614700	1305031121.615600
584	1305031121.646966	1305031121.647183	1305031121.645600
585	1305031121.683211	1305031121.683200	1305031121.685600
586	1305031121.714528	1305031121.714520	1305031121.715600
587	1305031121.746484	1305031121.747145	1305031121.745700
588	1305031121.782871	1305031121.782835	1305031121.785600
589	1305031121.811545	1305031121.811540	1305031121.815600
590	1305031121.846870	1305031121.847335	1305031121.845700
591	1305031121.882123	1305031121.882060	1305031121.885600
592	1305031121.914943	1305031121.914931	1305031121.915600
593	1305031121.947318	1305031121.947288	1305031121.945600
594	1305031121.982935	1305031121.982926	1305031121.985600
595	1305031122.014424	1305031122.014256	1305031122.015600
596	1305031122.046908	1305031122.047306	1305031122.045600
597	1305031122.082969	1305031122.082959	1305031122.085800
598	1305031122.114688	1305031122.114672	1305031122.115600
599	1305031122.150748	1305031122.150725	1305031122.155600
600	1305031122.183052	1305031122.183042	1305031122.185600
601	1305031122.214969	1305031122.214959	1305031122.215600
602	1305031122.251355	1305031122.251319	1305031122.255600
603	1305031122.283866	1305031122.283560	1305031122.285600
604	1305031122.314309	1305031122.314289	1305031122.315600
605	1305031122.351351	1305031122.351327	1305031122.355600
606	1305031122.382678	1305031122.382630	1305031122.385500
607	1305031122.415008	1305031122.414997	1305031122.415600
608	1305031122.451272	1305031122.451257	1305031122.455500
609	1305031122.483388	1305031122.483360	1305031122.485600
610	1305031122.515135	1305031122.515097	1305031122.515600
611	1305031122.551510	1305031122.551490	1305031122.555500
612	1305031122.583217	1305031122.583208	1305031122.585600
613	1305031122.615017	1305031122.614980	1305031122.615700
614	1305031122.648810	1305031122.648788	1305031122.645600
615	1305031122.683420	1305031122.683402	1305031122.685600
616	1305031122.715219	1305031122.715208	1305031122.715600
617	1305031122.751309	1305031122.751298	1305031122.755600
618	1305031122.783438	1305031122.783423	1305031122.785600
619	1305031122.812565	1305031122.812555	1305031122.815600
620	1305031122.851486	1305031122.851418	1305031122.855600
621	1305031122.883775	1305031122.883754	1305031122.885600
622	1305031122.914585	1305031122.914571	1305031122.915600
623	1305031122.951413	1305031122.951341	1305031122.955600
624	1305031122.983000	1305031122.982815	1305031122.985600
625	1305031123.015462	1305031123.015450	1305031123.015500
626	1305031123.051838	1305031123.051827	1305031123.055700
627	1305031123.082992	1305031123.082975	1305031123.085600
628	1305031123.113939	1305031123.113873	1305031123.115600
629	1305031123.150840	1305031123.150822	1305031123.155500
630	1305031123.182176	1305031123.182155	1305031123.185500
631	1305031123.214724	1305031123.214704	1305031123.215500
632	1305031123.250641	1305031123.250618	1305031123.255500
633	1305031123.282363	1305031123.282347	1305031123.285600
634	1305031123.320992	1305031123.311327	1305031123.325500
635	1305031123.350493	1305031123.350481	1305031123.345600
636	1305031123.382263	1305031123.382255	1305031123.385600
637	1305031123.421343	1305031123.411363	1305031123.425500
638	1305031123.451266	1305031123.451255	1305031123.455500
639	1305031123.483605	1305031123.483594	1305031123.485600
640	1305031123.519725	1305031123.511360	1305031123.515500
641	1305031123.551573	1305031123.551513	1305031123.555600
642	1305031123.579616	1305031123.579583	1305031123.575500
643	1305031123.620387	1305031123.611335	1305031123.615500
644	1305031123.652430	1305031123.652411	1305031123.655600
645	1305031123.683785	1305031123.683753	1305031123.685600
646	1305031123.719975	1305031123.711323	1305031123.715500
647	1305031123.751980	1305031123.751723	1305031123.755500
648	1305031123.784138	1305031123.783858	1305031123.785600
649	1305031123.819696	1305031123.811608	1305031123.815500
650	1305031123.851551	1305031123.851444	1305031123.855500
651	1305031123.883819	1305031123.883786	1305031123.885500
652	1305031123.915794	1305031123.911243	1305031123.915500
653	1305031123.951530	1305031123.951442	1305031123.955600
654	1305031123.983421	1305031123.983415	1305031123.985600
655	1305031124.019737	1305031124.011302	1305031124.015500
656	1305031124.051531	1305031124.051505	1305031124.055500
657	1305031124.083902	1305031124.083837	1305031124.085500
658	1305031124.119669	1305031124.111331	1305031124.115500
659	1305031124.147458	1305031124.147446	1305031124.145600
660	1305031124.182707	1305031124.182694	1305031124.185500
661	1305031124.217179	1305031124.211396	1305031124.215500
662	1305031124.249340	1305031124.249327	1305031124.245500
663	1305031124.282555	1305031124.282545	1305031124.285500
664	1305031124.316782	1305031124.311361	1305031124.315500
665	1305031124.350371	1305031124.350354	1305031124.345500
666	1305031124.382432	1305031124.382420	1305031124.385600
667	1305031124.418555	1305031124.411439	1305031124.415500
668	1305031124.450256	1305031124.450245	1305031124.445600
669	1305031124.480126	1305031124.480099	1305031124.475600
670	1305031124.516737	1305031124.511324	1305031124.515500
671	1305031124.550503	1305031124.550437	1305031124.555500
672	1305031124.584606	1305031124.579404	1305031124.585500
673	1305031124.617653	1305031124.611358	1305031124.615500
674	1305031124.651313	1305031124.651271	1305031124.655600
675	1305031124.685473	1305031124.679362	1305031124.685500
676	1305031124.715791	1305031124.711251	1305031124.715500
677	1305031124.749941	1305031124.749890	1305031124.745500
678	1305031124.785178	1305031124.779365	1305031124.785500
679	1305031124.816641	1305031124.811360	1305031124.815500
680	1305031124.850559	1305031124.850535	1305031124.855500
681	1305031124.883594	1305031124.879355	1305031124.885500
682	1305031124.918770	1305031124.911448	1305031124.915600
683	1305031124.950748	1305031124.950730	1305031124.955600
684	1305031124.986460	1305031124.979438	1305031124.985500
685	1305031125.019467	1305031125.011454	1305031125.015500
686	1305031125.050798	1305031125.050763	1305031125.055500
687	1305031125.083480	1305031125.079364	1305031125.085600
688	1305031125.119029	1305031125.111364	1305031125.115500
689	1305031125.151037	1305031125.151013	1305031125.155600
690	1305031125.187064	1305031125.179353	1305031125.185500
691	1305031125.219018	1305031125.211320	1305031125.215500
692	1305031125.250642	1305031125.250632	1305031125.255500
693	1305031125.286396	1305031125.279467	1305031125.285600
694	1305031125.319140	1305031125.311493	1305031125.315500
695	1305031125.348899	1305031125.348880	1305031125.346200
696	1305031125.386792	1305031125.379401	1305031125.385600
697	1305031125.419574	1305031125.411335	1305031125.415600
698	1305031125.451232	1305031125.451195	1305031125.455600
699	1305031125.486999	1305031125.479424	1305031125.485500
700	1305031125.519354	1305031125.511316	1305031125.515600
701	1305031125.551050	1305031125.551020	1305031125.555500
702	1305031125.585303	1305031125.579308	1305031125.585500
703	1305031125.617870	1305031125.611533	1305031125.615600
704	1305031125.650354	1305031125.650575	1305031125.645500
705	1305031125.684602	1305031125.679328	1305031125.685500
706	1305031125.715669	1305031125.711443	1305031125.715500
707	1305031125.751292	1305031125.751260	1305031125.755500
708	1305031125.786805	1305031125.779348	1305031125.785500
709	1305031125.819450	1305031125.811573	1305031125.815500
710	1305031125.854774	1305031125.847412	1305031125.855500
711	1305031125.886645	1305031125.879318	1305031125.885500
712	1305031125.919334	1305031125.911305	1305031125.915500
713	1305031125.955252	1305031125.947343	1305031125.955500
714	1305031125.987094	1305031125.979324	1305031125.985500
715	1305031126.019572	1305031126.011333	1305031126.015500
716	1305031126.055038	1305031126.047324	1305031126.055500
717	1305031126.087076	1305031126.079356	1305031126.085600
718	1305031126.119452	1305031126.111370	1305031126.115500
719	1305031126.155000	1305031126.147432	1305031126.155500
720	1305031126.187174	1305031126.179384	1305031126.185500
721	1305031126.219473	1305031126.211319	1305031126.215500
722	1305031126.255236	1305031126.247298	1305031126.255500
723	1305031126.287105	1305031126.279363	1305031126.285500
724	1305031126.319787	1305031126.311332	1305031126.315500
725	1305031126.355415	1305031126.347363	1305031126.355500
726	1305031126.387483	1305031126.379423	1305031126.385500
727	1305031126.419793	1305031126.411465	1305031126.415500
728	1305031126.455380	1305031126.447361	1305031126.455500
729	1305031126.490386	1305031126.479533	1305031126.485500
730	1305031126.522321	1305031126.511410	1305031126.525500
731	1305031126.558209	1305031126.547374	1305031126.555500
732	1305031126.590176	1305031126.579454	1305031126.585500
733	1305031126.618687	1305031126.611528	1305031126.615500
734	1305031126.654474	1305031126.647376	1305031126.655500
735	1305031126.690022	1305031126.679479	1305031126.685500
736	1305031126.715770	1305031126.711583	1305031126.715500
737	1305031126.755374	1305031126.747316	1305031126.755600
738	1305031126.787565	1305031126.779379	1305031126.785500
739	1305031126.819929	1305031126.811602	1305031126.815600
740	1305031126.858378	1305031126.847343	1305031126.855500
741	1305031126.888154	1305031126.879357	1305031126.885600
742	1305031126.919409	1305031126.911364	1305031126.915500
743	1305031126.955501	1305031126.947437	1305031126.955600
744	1305031126.987316	1305031126.979337	1305031126.985500
745	1305031127.019524	1305031127.011371	1305031127.015600
746	1305031127.053318	1305031127.047297	1305031127.055500
747	1305031127.088649	1305031127.079299	1305031127.085500
748	1305031127.120963	1305031127.111435	1305031127.125800
749	1305031127.157692	1305031127.147307	1305031127.155500
750	1305031127.187500	1305031127.179349	1305031127.185500
751	1305031127.221831	1305031127.211700	1305031127.225600
752	1305031127.259761	1305031127.247374	1305031127.255500
753	1305031127.287038	1305031127.279465	1305031127.285500
754	1305031127.320468	1305031127.311362	1305031127.315500
755	1305031127.353407	1305031127.347356	1305031127.355500
756	1305031127.383713	1305031127.379262	1305031127.385500
757	1305031127.419650	1305031127.411371	1305031127.415400
758	1305031127.454246	1305031127.447333	1305031127.455500
759	1305031127.487200	1305031127.479362	1305031127.485500
760	1305031127.521900	1305031127.511356	1305031127.525600
761	1305031127.553725	1305031127.547348	1305031127.555500
762	1305031127.586632	1305031127.579345	1305031127.585500
763	1305031127.620657	1305031127.611271	1305031127.625500
764	1305031127.654656	1305031127.647358	1305031127.655500
765	1305031127.687110	1305031127.679298	1305031127.685500
766	1305031127.723210	1305031127.711375	1305031127.725500
767	1305031127.754694	1305031127.747304	1305031127.755500
768	1305031127.787641	1305031127.779346	1305031127.785500
769	1305031127.820128	1305031127.811829	1305031127.815500
770	1305031127.855132	1305031127.847366	1305031127.855500
771	1305031127.887122	1305031127.879380	1305031127.885500
772	1305031127.922560	1305031127.911476	1305031127.925600
773	1305031127.955088	1305031127.947366	1305031127.955500
774	1305031127.987093	1305031127.979371	1305031127.985500
775	1305031128.021776	1305031128.011427	1305031128.025700
776	1305031128.055718	1305031128.047369	1305031128.055500
777	1305031128.087206	1305031128.079334	1305031128.085500
778	1305031128.124746	1305031128.111391	1305031128.125500
779	1305031128.157782	1305031128.147418	1305031128.155500
780	1305031128.187221	1305031128.179350	1305031128.185500
781	1305031128.225442	1305031128.211447	1305031128.225500
782	1305031128.256007	1305031128.247480	1305031128.255500
783	1305031128.291275	1305031128.279336	1305031128.295500
784	1305031128.324170	1305031128.311483	1305031128.325500
785	1305031128.355206	1305031128.347423	1305031128.355500
786	1305031128.391397	1305031128.379404	1305031128.395500
787	1305031128.423609	1305031128.411337	1305031128.425500
788	1305031128.455499	1305031128.447296	1305031128.455400
789	1305031128.489523	1305031128.479296	1305031128.485500
790	1305031128.523604	1305031128.511433	1305031128.525500
791	1305031128.555639	1305031128.547399	1305031128.555500
792	1305031128.591460	1305031128.579455	1305031128.595500
793	1305031128.623368	1305031128.611395	1305031128.625500
794	1305031128.655554	1305031128.647352	1305031128.655400
795	1305031128.690449	1305031128.679282	1305031128.685500
796	1305031128.722976	1305031128.711457	1305031128.725500
797	1305031128.754646	1305031128.747363	1305031128.755500
