N	depth	rgb	gt
537	1311878212.246595	1311878212.173798	1311878212.246100
538	1311878212.279028	1311878212.210466	1311878212.279400
539	1311878212.312394	1311878212.241720	1311878212.312900
540	1311878212.349243	1311878212.273807	1311878212.349500
541	1311878212.381384	1311878212.312379	1311878212.382900
542	1311878212.412083	1311878212.341926	1311878212.412800
543	1311878212.446773	1311878212.373799	1311878212.446100
544	1311878212.480677	1311878212.412007	1311878212.479600
545	1311878212.510709	1311878212.441886	1311878212.509400
546	1311878212.546764	1311878212.474419	1311878212.546300
547	1311878212.581982	1311878212.510702	1311878212.582800
548	1311878212.610989	1311878212.541733	1311878212.609400
549	1311878212.648666	1311878212.573940	1311878212.649400
550	1311878212.681087	1311878212.610848	1311878212.679600
551	1311878212.714850	1311878212.641790	1311878212.716200
552	1311878212.746589	1311878212.673658	1311878212.746100
553	1311878212.778990	1311878212.710652	1311878212.779300
554	1311878212.816887	1311878212.741742	1311878212.816200
555	1311878212.850413	1311878212.773905	1311878212.849500
556	1311878212.880111	1311878212.809772	1311878212.879500
557	1311878212.917711	1311878212.841879	1311878212.919400
558	1311878212.948067	1311878212.873844	1311878212.949600
559	1311878212.982026	1311878212.909886	1311878212.982800
560	1311878213.020061	1311878212.941693	1311878213.019300
561	1311878213.047562	1311878212.973909	1311878213.046300
562	1311878213.079349	1311878213.010031	1311878213.079400
563	1311878213.117165	1311878213.041743	1311878213.116000
564	1311878213.147946	1311878213.073870	1311878213.148300
565	1311878213.181845	1311878213.109979	1311878213.182800
566	1311878213.220436	1311878213.141953	1311878213.219400
567	1311878213.249541	1311878213.173831	1311878213.249400
568	1311878213.281032	1311878213.209638	1311878213.279500
569	1311878213.318554	1311878213.241878	1311878213.319300
570	1311878213.352224	1311878213.273741	1311878213.352800
571	1311878213.379369	1311878213.309913	1311878213.379400
572	1311878213.418725	1311878213.341900	1311878213.419400
573	1311878213.446551	1311878213.373870	1311878213.446100
574	1311878213.480620	1311878213.409914	1311878213.479500
575	1311878213.519405	1311878213.441774	1311878213.519400
576	1311878213.546877	1311878213.473805	1311878213.546100
577	1311878213.581132	1311878213.509932	1311878213.582600
578	1311878213.616881	1311878213.541795	1311878213.616000
579	1311878213.646684	1311878213.573876	1311878213.645900
580	1311878213.681693	1311878213.609854	1311878213.682600
581	1311878213.715326	1311878213.641839	1311878213.716100
582	1311878213.750173	1311878213.673972	1311878213.749400
583	1311878213.779262	1311878213.709820	1311878213.779500
584	1311878213.818055	1311878213.741797	1311878213.819500
585	1311878213.848346	1311878213.773740	1311878213.849400
586	1311878213.878910	1311878213.809950	1311878213.879900
587	1311878213.918191	1311878213.841818	1311878213.919300
588	1311878213.947941	1311878213.873790	1311878213.946500
589	1311878213.978574	1311878213.909867	1311878213.979500
590	1311878214.018276	1311878213.941939	1311878214.019500
591	1311878214.047127	1311878213.973732	1311878214.045900
592	1311878214.087250	1311878214.009791	1311878214.086100
593	1311878214.114501	1311878214.041766	1311878214.113400
594	1311878214.148447	1311878214.073933	1311878214.149500
595	1311878214.186683	1311878214.109771	1311878214.186100
596	1311878214.217341	1311878214.141887	1311878214.216300
597	1311878214.246227	1311878214.173792	1311878214.246100
598	1311878214.286712	1311878214.209865	1311878214.285900
599	1311878214.315982	1311878214.241760	1311878214.316200
600	1311878214.350526	1311878214.273716	1311878214.349500
601	1311878214.385371	1311878214.309826	1311878214.386100
602	1311878214.415004	1311878214.341906	1311878214.416100
603	1311878214.446562	1311878214.373786	1311878214.446200
604	1311878214.485737	1311878214.409783	1311878214.486000
605	1311878214.517453	1311878214.441904	1311878214.516000
606	1311878214.546448	1311878214.473809	1311878214.546200
607	1311878214.584175	1311878214.509844	1311878214.582500
608	1311878214.614249	1311878214.541647	1311878214.612900
609	1311878214.649324	1311878214.573861	1311878214.649500
610	1311878214.683483	1311878214.609970	1311878214.682700
611	1311878214.718373	1311878214.641804	1311878214.719300
612	1311878214.746136	1311878214.673723	1311878214.746000
613	1311878214.787713	1311878214.709929	1311878214.789300
614	1311878214.815951	1311878214.741783	1311878214.816100
615	1311878214.848868	1311878214.773890	1311878214.849400
616	1311878214.885458	1311878214.809762	1311878214.886000
617	1311878214.917204	1311878214.841878	1311878214.916000
618	1311878214.946113	1311878214.873909	1311878214.946200
619	1311878214.983522	1311878214.909753	1311878214.983000
620	1311878215.017166	1311878214.941759	1311878215.016000
621	1311878215.045764	1311878214.973947	1311878215.046100
622	1311878215.084013	1311878215.009940	1311878215.082700
623	1311878215.114451	1311878215.041764	1311878215.116000
624	1311878215.146100	1311878215.073823	1311878215.146300
625	1311878215.187845	1311878215.109746	1311878215.189500
626	1311878215.214134	1311878215.141906	1311878215.212600
627	1311878215.255863	1311878215.173831	1311878215.255800
628	1311878215.282164	1311878215.209799	1311878215.282600
629	1311878215.316762	1311878215.241746	1311878215.316000
630	1311878215.353961	1311878215.273867	1311878215.352700
631	1311878215.388838	1311878215.309933	1311878215.389400
632	1311878215.416226	1311878215.341648	1311878215.416000
633	1311878215.456174	1311878215.373858	1311878215.456100
634	1311878215.482479	1311878215.409813	1311878215.482700
635	1311878215.520218	1311878215.441876	1311878215.519500
636	1311878215.551343	1311878215.473758	1311878215.552700
637	1311878215.586554	1311878215.509898	1311878215.586100
638	1311878215.614898	1311878215.541671	1311878215.616200
639	1311878215.653228	1311878215.573843	1311878215.652600
640	1311878215.684292	1311878215.609626	1311878215.682800
641	1311878215.722350	1311878215.641831	1311878215.722600
642	1311878215.752832	1311878215.673938	1311878215.752700
643	1311878215.784009	1311878215.709770	1311878215.782700
644	1311878215.815969	1311878215.741795	1311878215.816100
645	1311878215.851826	1311878215.773796	1311878215.852700
646	1311878215.885018	1311878215.809889	1311878215.886000
647	1311878215.915805	1311878215.841771	1311878215.916100
648	1311878215.952565	1311878215.873690	1311878215.952700
649	1311878215.983613	1311878215.909920	1311878215.982700
650	1311878216.016113	1311878215.941890	1311878216.016100
651	1311878216.050205	1311878215.973767	1311878216.049200
652	1311878216.085120	1311878216.009878	1311878216.086000
653	1311878216.118554	1311878216.041788	1311878216.119200
654	1311878216.151531	1311878216.073726	1311878216.152700
655	1311878216.182297	1311878216.109912	1311878216.182800
656	1311878216.217848	1311878216.141916	1311878216.219400
657	1311878216.251022	1311878216.173876	1311878216.249500
658	1311878216.284382	1311878216.209939	1311878216.282800
659	1311878216.316151	1311878216.241760	1311878216.315900
660	1311878216.350900	1311878216.273831	1311878216.349200
661	1311878216.383032	1311878216.309943	1311878216.382600
662	1311878216.417929	1311878216.341703	1311878216.419400
663	1311878216.452218	1311878216.373846	1311878216.452600
664	1311878216.482931	1311878216.409755	1311878216.482700
665	1311878216.520123	1311878216.441672	1311878216.519400
666	1311878216.551092	1311878216.473831	1311878216.552600
667	1311878216.584440	1311878216.509877	1311878216.586000
668	1311878216.621510	1311878216.541707	1311878216.622700
669	1311878216.651048	1311878216.573787	1311878216.652600
670	1311878216.684914	1311878216.609827	1311878216.686000
671	1311878216.721587	1311878216.641753	1311878216.722800
672	1311878216.750863	1311878216.673916	1311878216.749500
673	1311878216.785549	1311878216.709851	1311878216.786000
674	1311878216.820804	1311878216.741697	1311878216.819300
675	1311878216.851258	1311878216.773878	1311878216.852500
676	1311878216.884407	1311878216.809634	1311878216.885800
677	1311878216.920602	1311878216.841606	1311878216.919300
678	1311878216.951396	1311878216.873651	1311878216.952600
679	1311878216.985637	1311878216.909702	1311878216.986000
680	1311878217.020939	1311878216.941778	1311878217.019300
681	1311878217.051573	1311878216.973870	1311878217.052700
682	1311878217.085884	1311878217.009695	1311878217.085900
683	1311878217.121624	1311878217.041705	1311878217.122600
684	1311878217.151971	1311878217.073682	1311878217.152800
685	1311878217.183482	1311878217.109753	1311878217.182600
686	1311878217.220540	1311878217.141744	1311878217.219300
687	1311878217.251117	1311878217.173640	1311878217.252500
688	1311878217.286057	1311878217.209717	1311878217.285800
689	1311878217.321953	1311878217.241786	1311878217.322700
690	1311878217.351586	1311878217.273557	1311878217.352700
691	1311878217.385238	1311878217.309731	1311878217.385900
692	1311878217.421484	1311878217.341554	1311878217.422700
693	1311878217.452205	1311878217.373713	1311878217.452600
694	1311878217.485912	1311878217.409642	1311878217.486000
695	1311878217.519414	1311878217.441787	1311878217.519200
696	1311878217.552917	1311878217.473597	1311878217.552600
697	1311878217.584146	1311878217.509569	1311878217.582700
698	1311878217.619904	1311878217.541665	1311878217.619200
699	1311878217.652570	1311878217.573789	1311878217.652700
700	1311878217.685952	1311878217.609749	1311878217.686000
701	1311878217.719361	1311878217.641670	1311878217.719200
702	1311878217.751823	1311878217.673769	1311878217.752500
703	1311878217.787196	1311878217.709813	1311878217.785900
704	1311878217.820586	1311878217.741561	1311878217.819300
705	1311878217.852225	1311878217.774015	1311878217.852700
706	1311878217.886272	1311878217.809728	1311878217.885900
707	1311878217.918847	1311878217.841864	1311878217.919200
708	1311878217.952235	1311878217.873734	1311878217.952500
709	1311878217.987876	1311878217.909873	1311878217.989000
710	1311878218.021237	1311878217.941920	1311878218.022600
711	1311878218.050739	1311878217.973803	1311878218.049200
712	1311878218.090192	1311878218.009675	1311878218.089200
713	1311878218.119126	1311878218.041647	1311878218.119200
714	1311878218.154997	1311878218.073714	1311878218.156000
715	1311878218.185693	1311878218.109647	1311878218.185900
716	1311878218.218829	1311878218.141742	1311878218.219200
717	1311878218.251165	1311878218.173737	1311878218.252500
718	1311878218.286580	1311878218.209713	1311878218.286000
719	1311878218.319235	1311878218.241661	1311878218.319300
720	1311878218.351082	1311878218.273543	1311878218.352600
721	1311878218.387330	1311878218.309700	1311878218.385800
722	1311878218.421833	1311878218.341740	1311878218.422600
723	1311878218.451013	1311878218.377606	1311878218.452600
724	1311878218.490623	1311878218.409796	1311878218.489400
725	1311878218.518325	1311878218.441569	1311878218.519400
726	1311878218.552098	1311878218.477792	1311878218.552600
727	1311878218.587484	1311878218.509755	1311878218.586000
728	1311878218.619912	1311878218.541871	1311878218.619200
729	1311878218.651779	1311878218.577854	1311878218.652700
730	1311878218.687128	1311878218.609840	1311878218.685900
731	1311878218.720560	1311878218.641686	1311878218.719300
732	1311878218.750334	1311878218.677705	1311878218.749200
733	1311878218.787722	1311878218.709726	1311878218.789200
734	1311878218.819412	1311878218.741617	1311878218.819200
735	1311878218.851064	1311878218.777806	1311878218.839200
736	1311878218.886438	1311878218.809542	1311878218.915800
737	1311878218.919059	1311878218.841618	1311878218.919100
738	1311878218.953743	1311878218.877712	1311878218.952500
739	1311878218.986515	1311878218.909733	1311878218.985900
740	1311878219.020326	1311878218.941829	1311878219.019200
741	1311878219.057675	1311878218.977634	1311878219.059200
742	1311878219.089641	1311878219.009803	1311878219.089300
743	1311878219.120249	1311878219.041770	1311878219.119100
744	1311878219.156836	1311878219.077736	1311878219.155900
745	1311878219.187518	1311878219.109673	1311878219.186000
746	1311878219.219808	1311878219.141625	1311878219.219200
747	1311878219.253775	1311878219.177662	1311878219.252600
748	1311878219.287601	1311878219.209613	1311878219.289200
749	1311878219.318788	1311878219.241670	1311878219.319100
750	1311878219.353683	1311878219.277665	1311878219.352600
751	1311878219.386120	1311878219.309753	1311878219.385900
752	1311878219.419237	1311878219.341619	1311878219.415900
753	1311878219.453411	1311878219.377636	1311878219.452600
754	1311878219.488395	1311878219.409694	1311878219.489300
755	1311878219.520331	1311878219.441814	1311878219.519400
756	1311878219.553751	1311878219.477714	1311878219.552500
757	1311878219.585913	1311878219.509664	1311878219.586100
758	1311878219.619718	1311878219.541544	1311878219.619200
759	1311878219.654849	1311878219.577667	1311878219.655800
760	1311878219.687416	1311878219.609576	1311878219.686100
761	1311878219.719783	1311878219.641570	1311878219.719200
762	1311878219.753726	1311878219.677610	1311878219.752500
763	1311878219.786537	1311878219.709647	1311878219.782400
764	1311878219.819070	1311878219.741752	1311878219.812400
765	1311878219.854667	1311878219.777655	1311878219.856000
766	1311878219.885783	1311878219.809654	1311878219.885700
767	1311878219.919929	1311878219.841554	1311878219.919100
768	1311878219.954566	1311878219.877536	1311878219.949300
769	1311878219.986992	1311878219.909754	1311878219.985800
770	1311878220.019409	1311878219.941731	1311878220.019200
771	1311878220.053699	1311878219.977632	1311878220.052400
772	1311878220.087154	1311878220.009742	1311878220.085900
773	1311878220.119884	1311878220.041768	1311878220.119100
774	1311878220.153850	1311878220.077569	1311878220.152500
775	1311878220.187048	1311878220.109725	1311878220.185900
776	1311878220.222647	1311878220.141624	1311878220.222300
777	1311878220.253859	1311878220.177582	1311878220.252500
778	1311878220.287867	1311878220.209786	1311878220.289100
779	1311878220.322290	1311878220.241654	1311878220.322600
780	1311878220.354398	1311878220.277644	1311878220.355900
781	1311878220.387616	1311878220.309627	1311878220.389200
782	1311878220.423858	1311878220.341639	1311878220.422500
783	1311878220.454270	1311878220.377686	1311878220.455900
784	1311878220.485667	1311878220.409587	1311878220.485900
785	1311878220.521823	1311878220.441607	1311878220.522400
786	1311878220.554733	1311878220.477595	1311878220.555700
787	1311878220.587754	1311878220.509598	1311878220.589300
788	1311878220.621763	1311878220.541681	1311878220.622300
789	1311878220.653929	1311878220.577783	1311878220.652500
790	1311878220.687347	1311878220.609645	1311878220.685800
791	1311878220.723067	1311878220.641733	1311878220.722600
792	1311878221.518768	1311878220.677712	1311878221.519100
793	1311878223.327933	1311878220.709579	1311878223.328900
794	1311878223.424202	1311878221.512952	1311878223.425600
795	1311878223.456048	1311878223.392060	1311878223.455900
796	1311878223.524205	1311878223.424199	1311878223.525800
797	1311878223.559356	1311878223.493819	1311878223.559000
798	1311878223.594781	1311878223.559318	1311878223.595700
799	1311878223.657409	1311878223.625033	1311878223.656000
800	1311878223.757915	1311878223.692863	1311878223.759000
801	1311878223.825630	1311878223.757889	1311878223.825500
802	1311878223.893778	1311878223.792827	1311878223.892500
803	1311878223.924043	1311878223.855983	1311878223.922400
804	1311878223.960196	1311878223.924035	1311878223.959000
805	1311878224.059588	1311878223.993374	1311878224.059100
806	1311878224.125283	1311878224.059577	1311878224.125800
807	1311878224.156358	1311878224.124647	1311878224.155700
808	1311878224.224130	1311878224.194253	1311878224.225700
809	1311878224.257928	1311878224.224123	1311878224.259100
810	1311878224.325798	1311878224.294858	1311878224.325900
811	1311878224.395212	1311878224.357535	1311878224.395700
812	1311878224.458530	1311878224.427693	1311878224.459700
813	1311878224.494191	1311878224.493993	1311878224.495800
814	1311878224.524030	1311878224.560247	1311878224.525600
815	1311878224.595215	1311878224.626395	1311878224.595600
816	1311878224.663661	1311878224.663653	1311878224.662500
817	1311878224.692181	1311878224.724109	1311878224.692600
818	1311878224.795170	1311878224.794833	1311878224.795700
819	1311878224.825317	1311878224.825310	1311878224.825800
820	1311878224.892793	1311878224.892771	1311878224.892200
821	1311878224.963715	1311878224.963696	1311878224.962200
822	1311878225.027664	1311878225.027107	1311878225.029100
823	1311878225.063879	1311878225.093162	1311878225.062400
824	1311878225.125124	1311878225.125090	1311878225.125700
825	1311878225.160539	1311878225.194239	1311878225.159200
826	1311878225.260403	1311878225.260363	1311878225.259100
827	1311878225.324183	1311878225.324166	1311878225.325700
828	1311878225.392004	1311878225.391979	1311878225.392400
829	1311878225.463537	1311878225.462708	1311878225.462300
830	1311878225.492374	1311878225.492263	1311878225.492400
831	1311878225.563528	1311878225.563471	1311878225.562300
832	1311878225.627770	1311878225.627714	1311878225.629100
833	1311878225.660287	1311878225.693341	1311878225.659000
834	1311878225.763497	1311878225.763411	1311878225.762300
835	1311878225.829626	1311878225.829594	1311878225.828900
836	1311878225.860081	1311878225.892926	1311878225.859100
837	1311878225.928981	1311878225.961346	1311878225.928900
838	1311878226.031695	1311878226.031668	1311878226.032400
839	1311878226.095751	1311878226.095460	1311878226.095500
840	1311878226.162524	1311878226.162311	1311878226.162200
841	1311878226.192911	1311878226.229986	1311878226.193300
842	1311878226.261335	1311878226.293097	1311878226.262300
843	1311878226.363490	1311878226.363187	1311878226.362300
844	1311878226.392190	1311878226.431530	1311878226.392800
845	1311878226.461349	1311878226.461262	1311878226.462200
846	1311878226.493521	1311878226.493509	1311878226.492200
847	1311878226.529400	1311878226.529308	1311878226.529000
848	1311878226.560178	1311878226.560167	1311878226.558900
849	1311878226.631417	1311878226.631392	1311878226.632200
850	1311878226.660115	1311878226.695398	1311878226.659000
851	1311878226.732057	1311878226.736227	1311878226.732300
852	1311878226.761138	1311878226.796103	1311878226.762100
853	1311878226.834299	1311878226.834283	1311878226.835600
854	1311878226.895658	1311878226.895633	1311878226.895400
855	1311878226.928548	1311878226.928537	1311878226.929000
856	1311878226.999510	1311878226.999422	1311878226.999000
857	1311878227.060442	1311878227.060348	1311878227.058900
858	1311878227.099186	1311878227.127996	1311878227.098900
859	1311878227.199406	1311878227.199384	1311878227.198900
860	1311878227.263975	1311878227.263717	1311878227.265600
861	1311878227.295935	1311878227.328340	1311878227.295500
862	1311878227.399545	1311878227.399522	1311878227.398900
863	1311878227.461557	1311878227.461467	1311878227.462100
864	1311878227.531984	1311878227.531489	1311878227.532200
865	1311878227.599481	1311878227.599285	1311878227.598900
866	1311878227.662244	1311878227.662227	1311878227.662200
867	1311878227.730549	1311878227.730507	1311878227.729000
868	1311878227.799943	1311878227.798032	1311878227.799000
869	1311878227.865387	1311878227.864265	1311878227.865700
870	1311878227.928625	1311878227.928613	1311878227.928900
871	1311878227.964379	1311878227.960198	1311878227.965300
872	1311878227.996381	1311878228.029932	1311878227.995500
873	1311878228.060593	1311878228.099740	1311878228.062200
874	1311878228.127862	1311878228.127753	1311878228.128900
875	1311878228.161372	1311878228.200113	1311878228.162400
876	1311878228.267267	1311878228.267246	1311878228.268800
877	1311878228.328146	1311878228.297141	1311878228.328800
878	1311878228.364129	1311878228.336535	1311878228.365700
879	1311878228.430197	1311878228.364122	1311878228.428800
880	1311878228.464402	1311878228.430182	1311878228.465400
881	1311878228.496248	1311878228.464393	1311878228.495500
882	1311878228.564961	1311878228.496242	1311878228.565400
883	1311878228.598294	1311878228.564940	1311878228.599000
884	1311878228.668071	1311878228.596493	1311878228.668800
885	1311878228.731509	1311878228.668063	1311878228.732300
886	1311878228.797466	1311878228.696907	1311878228.798800
887	1311878228.864223	1311878228.767760	1311878228.865600
888	1311878228.929919	1311878228.832317	1311878228.929000
889	1311878228.967766	1311878228.899398	1311878228.969000
890	1311878229.030451	1311878228.929914	1311878229.028900
891	1311878229.067989	1311878228.999466	1311878229.068800
892	1311878229.132070	1311878229.030439	1311878229.132000
893	1311878229.164321	1311878229.067974	1311878229.165500
894	1311878229.267815	1311878229.132036	1311878229.268900
895	1311878229.331936	1311878229.199405	1311878229.332200
896	1311878229.399479	1311878229.267800	1311878229.398900
897	1311878229.468268	1311878229.331925	1311878229.469000
898	1311878229.535633	1311878229.399462	1311878229.535400
899	1311878229.565010	1311878229.467846	1311878229.565400
900	1311878229.667552	1311878229.535611	1311878229.669000
901	1311878229.696137	1311878229.600209	1311878229.695700
902	1311878229.799997	1311878229.667158	1311878229.798700
903	1311878229.835787	1311878229.735522	1311878229.835500
904	1311878229.899787	1311878229.799977	1311878229.898700
905	1311878229.967923	1311878229.835782	1311878229.968800
906	1311878229.998010	1311878229.899491	1311878229.998900
907	1311878230.068310	1311878229.967220	1311878230.069100
908	1311878230.095943	1311878230.034951	1311878230.095500
909	1311878230.167126	1311878230.065088	1311878230.165600
910	1311878230.195963	1311878230.095934	1311878230.195500
911	1311878230.235555	1311878230.167096	1311878230.235400
912	1311878230.335594	1311878230.195941	1311878230.335400
913	1311878230.399134	1311878230.268059	1311878230.398700
914	1311878230.467922	1311878230.335575	1311878230.468800
915	1311878230.498662	1311878230.399102	1311878230.498900
916	1311878230.564484	1311878230.467851	1311878230.566000
917	1311878230.667405	1311878230.534940	1311878230.668700
918	1311878230.700430	1311878230.599385	1311878230.702000
919	1311878230.804050	1311878230.668362	1311878230.805400
920	1311878230.832813	1311878230.736315	1311878230.832100
921	1311878230.936243	1311878230.804029	1311878230.935500
922	1311878230.964513	1311878230.867802	1311878230.965600
923	1311878231.032576	1311878230.936222	1311878231.032200
924	1311878231.103141	1311878231.003559	1311878231.102200
925	1311878231.164330	1311878231.067601	1311878231.165500
926	1311878231.236585	1311878231.135301	1311878231.235500
927	1311878231.301708	1311878231.203619	1311878231.302000
928	1311878231.333665	1311878231.268956	1311878231.332000
929	1311878231.404261	1311878231.301358	1311878231.405400
930	1311878231.468112	1311878231.333656	1311878231.468900
931	1311878231.536912	1311878231.403660	1311878231.535400
932	1311878231.565449	1311878231.468097	1311878231.565400
933	1311878231.605036	1311878231.535076	1311878231.605400
934	1311878231.633456	1311878231.564976	1311878231.632100
935	1311878231.704203	1311878231.604811	1311878231.705400
936	1311878231.732753	1311878231.633131	1311878231.732200
937	1311878231.803044	1311878231.703818	1311878231.802200
938	1311878231.866309	1311878231.766573	1311878231.865500
939	1311878231.935564	1311878231.835722	1311878231.935400
940	1311878231.971395	1311878231.903373	1311878231.972100
941	1311878232.001318	1311878231.935561	1311878232.002100
942	1311878232.033761	1311878231.971381	1311878232.035400
943	1311878232.102436	1311878232.001226	1311878232.104100
944	1311878232.171417	1311878232.071506	1311878232.172200
945	1311878232.234306	1311878232.134842	1311878232.235400
946	1311878232.335536	1311878232.203216	1311878232.335400
947	1311878232.401896	1311878232.270848	1311878232.402200
948	1311878232.503407	1311878232.371398	1311878232.502000
949	1311878232.533690	1311878232.435778	1311878232.532100
950	1311878232.571257	1311878232.503394	1311878232.572100
951	1311878232.600391	1311878232.533206	1311878232.598800
952	1311878232.634535	1311878232.570842	1311878232.635500
953	1311878232.671089	1311878232.600364	1311878232.672100
954	1311878232.700226	1311878232.634525	1311878232.698600
955	1311878232.771427	1311878232.671048	1311878232.772000
956	1311878232.835926	1311878232.735422	1311878232.835200
957	1311878232.869273	1311878232.771236	1311878232.868600
958	1311878233.003729	1311878232.835900	1311878233.002100
959	1311878233.033479	1311878232.903458	1311878233.032100
960	1311878233.100201	1311878233.003176	1311878233.098700
961	1311878233.171146	1311878233.071652	1311878233.171900
962	1311878233.238569	1311878233.135737	1311878233.238700
963	1311878233.270784	1311878233.204003	1311878233.271900
964	1311878233.337966	1311878233.238561	1311878233.338700
965	1311878233.400369	1311878233.303477	1311878233.399800
966	1311878233.439589	1311878233.371277	1311878233.438600
967	1311878233.468852	1311878233.400310	1311878233.468800
968	1311878233.500902	1311878233.439975	1311878233.502100
969	1311878233.536879	1311878233.468560	1311878233.535300
970	1311878233.603748	1311878233.500886	1311878233.605100
971	1311878233.637188	1311878233.536627	1311878233.638700
972	1311878233.704343	1311878233.603715	1311878233.705300
973	1311878233.736647	1311878233.671722	1311878233.735400
974	1311878233.803528	1311878233.704331	1311878233.801900
975	1311878233.838369	1311878233.736117	1311878233.838800
976	1311878233.900349	1311878233.803502	1311878233.898800
977	1311878233.973076	1311878233.868271	1311878233.972000
978	1311878234.003938	1311878233.900341	1311878234.005400
979	1311878234.102064	1311878233.972003	1311878234.102000
980	1311878234.138265	1311878234.037105	1311878234.138800
981	1311878234.201470	1311878234.102044	1311878234.202000
982	1311878234.238216	1311878234.168481	1311878234.238900
983	1311878234.303505	1311878234.201461	1311878234.302000
984	1311878234.336910	1311878234.238210	1311878234.335500
985	1311878234.368424	1311878234.303494	1311878234.368800
986	1311878234.472416	1311878234.336901	1311878234.472100
987	1311878234.504120	1311878234.406950	1311878234.505400
988	1311878234.570643	1311878234.471631	1311878234.571800
989	1311878234.638291	1311878234.504108	1311878234.638600
990	1311878234.668895	1311878234.570617	1311878234.668700
991	1311878234.704045	1311878234.638261	1311878234.705400
992	1311878234.767939	1311878234.668878	1311878234.768600
993	1311878234.837101	1311878234.739837	1311878234.838600
994	1311878234.904051	1311878234.807007	1311878234.905400
995	1311878234.968000	1311878234.870718	1311878234.968600
996	1311878235.036823	1311878234.938120	1311878235.035200
997	1311878235.106010	1311878235.007024	1311878235.105300
998	1311878235.136080	1311878235.043585	1311878235.135600
999	1311878235.212744	1311878235.105983	1311878235.211900
1000	1311878235.236701	1311878235.136061	1311878235.235300
1001	1311878235.306268	1311878235.208210	1311878235.305500
1002	1311878235.368184	1311878235.270752	1311878235.368800
1003	1311878235.406403	1311878235.338831	1311878235.405300
1004	1311878235.470148	1311878235.368161	1311878235.468600
1005	1311878235.539252	1311878235.406350	1311878235.538500
1006	1311878235.568664	1311878235.470116	1311878235.568600
1007	1311878235.639297	1311878235.539239	1311878235.638700
1008	1311878235.672330	1311878235.568288	1311878235.671900
1009	1311878235.735876	1311878235.639282	1311878235.735300
1010	1311878235.840274	1311878235.710215	1311878235.841900
1011	1311878235.872339	1311878235.776587	1311878235.872000
1012	1311878235.939116	1311878235.840250	1311878235.938700
1013	1311878235.972086	1311878235.872315	1311878235.972900
1014	1311878236.036037	1311878235.939106	1311878236.035200
1015	1311878236.139580	1311878236.006611	1311878236.138700
1016	1311878236.173044	1311878236.074490	1311878236.172000
1017	1311878236.236586	1311878236.139546	1311878236.235300
1018	1311878236.338928	1311878236.207202	1311878236.338500
1019	1311878236.373018	1311878236.275716	1311878236.373000
1020	1311878236.438327	1311878236.338901	1311878236.438500
1021	1311878236.472025	1311878236.376707	1311878236.471900
1022	1311878236.539462	1311878236.438310	1311878236.538600
1023	1311878236.608451	1311878236.505590	1311878236.608400
1024	1311878236.672867	1311878236.575313	1311878236.671900
1025	1311878236.740002	1311878236.638948	1311878236.738600
1026	1311878236.774398	1311878236.672857	1311878236.775200
1027	1311878236.839350	1311878236.739708	1311878236.838600
1028	1311878236.907818	1311878236.774389	1311878236.908600
1029	1311878236.940685	1311878236.839338	1311878236.942200
1030	1311878236.973097	1311878236.907365	1311878236.971900
1031	1311878237.004991	1311878236.940205	1311878237.005300
1032	1311878237.108082	1311878236.973014	1311878237.108500
1033	1311878237.244631	1311878237.043473	1311878237.245300
1034	1311878237.306860	1311878237.144604	1311878237.305300
1035	1311878237.372416	1311878237.243945	1311878237.371900
1036	1311878237.442171	1311878237.343489	1311878237.442000
1037	1311878237.472301	1311878237.407774	1311878237.472100
1038	1311878237.543944	1311878237.441771	1311878237.545400
1039	1311878237.606307	1311878237.507699	1311878237.605900
1040	1311878237.642357	1311878237.575548	1311878237.641700
1041	1311878237.707797	1311878237.605546	1311878237.708500
1042	1311878237.808467	1311878237.675006	1311878237.808500
1043	1311878237.872974	1311878237.743125	1311878237.872300
1044	1311878237.941093	1311878237.843550	1311878237.942000
1045	1311878238.008740	1311878237.907085	1311878238.008500
1046	1311878238.041585	1311878237.975025	1311878238.041800
1047	1311878238.109034	1311878238.008723	1311878238.108500
1048	1311878238.176494	1311878238.075787	1311878238.175000
1049	1311878238.246351	1311878238.109017	1311878238.245000
1050	1311878238.273447	1311878238.175717	1311878238.271800
1051	1311878238.311383	1311878238.243548	1311878238.311800
1052	1311878238.411116	1311878238.272775	1311878238.411800
1053	1311878238.475877	1311878238.343829	1311878238.475200
1054	1311878238.540223	1311878238.411083	1311878238.542000
1055	1311878238.608042	1311878238.511926	1311878238.608500
1056	1311878238.711282	1311878238.576906	1311878238.711600
1057	1311878238.772759	1311878238.643330	1311878238.771800
1058	1311878238.812497	1311878238.743777	1311878238.811800
1059	1311878238.875340	1311878238.773030	1311878238.875100
1060	1311878238.908408	1311878238.812476	1311878238.908400
1061	1311878238.972595	1311878238.875327	1311878238.971800
1062	1311878239.113201	1311878238.943371	1311878239.111800
1063	1311878239.175879	1311878239.011635	1311878239.175200
1064	1311878239.208773	1311878239.112291	1311878239.208600
1065	1311878239.240203	1311878239.177154	1311878239.241900
1066	1311878239.272602	1311878239.208764	1311878239.271800
1067	1311878239.311839	1311878239.240198	1311878239.311700
1068	1311878239.341876	1311878239.272590	1311878239.341900
1069	1311878239.382144	1311878239.311823	1311878239.381700
1070	1311878239.408662	1311878239.341222	1311878239.408400
1071	1311878239.543215	1311878239.379483	1311878239.541800
